# Program:featureCounts v2.0.2; Command:"/Applications/software_bioinformatics/subread-2.0.2-macOS-x86_64/bin/featureCounts" "-T" "8" "-p" "-a" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/real_yeast.gtf" "-o" "FeatureCounts.txt" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_0_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_1_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_2_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_3_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_4_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_5_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_0_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_1_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_2_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_3_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_4_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_5_Aligned.sortedByCoord.out.bam
YJL072C	chrX	305221	305862	-	642	354	530	263	235	232	164
YJR152W	chrX	719666	721297	+	1632	167	285	159	117	115	128
YJL142C	chrX	147819	148211	-	393	26	34	7	14	11	17
YJL192C	chrX	72710	73414	-	705	1025	1294	896	658	658	735
YJR001W	chrX	436802	438610	+	1809	1418	1478	1248	799	776	956
YJR110W	chrX	633615	635681	+	2067	895	1028	872	415	587	448
YJL190C	chrX	74910	75302	-	393	268	508	261	190	273	166
YJL182C	chrX	85435	85752	-	318	0	0	0	0	2	0
YJL099W	chrX	239414	241654	+	2241	1120	1492	989	636	787	676
YJL090C	chrX	262757	265051	-	2295	1074	1772	1040	886	802	774
YJL055W	chrX	333357	334094	+	738	2964	3279	3194	2155	2079	2203
YJL085W	chrX	272827	274698	+	1872	555	654	467	293	336	319
YJR109C	chrX	629585	632941	-	3357	1946	2822	2281	1380	1499	2107
YJL167W	chrX	105014	106072	+	1059	3253	4043	2602	2011	2121	2288
tM(CAU)J3	chrX	517813	517884	-	72	0	0	0	0	0	2
YJL127C	chrX	182298	184220	-	1923	1351	1580	1431	840	938	929
YJR004C	chrX	442909	444861	-	1953	1150	1374	1003	671	762	809
YJL036W	chrX	378825	380096	+	1272	2544	3403	2340	1663	1858	1813
YJL150W	chrX	137123	137425	+	303	8	14	7	14	14	8
YJL168C	chrX	102227	104428	-	2202	608	979	847	439	543	328
YJR036C	chrX	500713	503391	-	2679	901	1038	781	504	482	611
YJL162C	chrX	113878	115629	-	1752	717	1059	750	601	488	449
YJR106W	chrX	624838	627015	+	2178	1193	1242	975	729	702	902
YJR043C	chrX	516461	517513	-	1053	121	145	166	82	102	76
YJR066W	chrX	559416	566828	+	7413	2415	2958	2201	1529	1490	1697
YJL001W	chrX;chrX	435163;435344	435227;435926	+;+	648	2195	2514	1628	1047	1419	1521
YJR061W	chrX	550511	553318	+	2808	4647	4789	3826	2812	2916	2212
YJL212C	chrX	33850	36249	-	2400	1274	1479	956	732	716	911
YJL024C	chrX;chrX	395931;396571	396493;396592	-;-	585	1454	2013	1573	1005	1297	966
YJR125C	chrX	654737	655963	-	1227	3865	5205	3339	2552	2486	2948
YJR051W	chrX	529861	531366	+	1506	1110	1365	1034	682	641	816
YJR112W-A	chrX;chrX	637790;637859	637809;638168	+;+	330	643	889	631	447	541	440
YJR050W	chrX	528697	529404	+	708	1130	1643	1237	733	987	681
YJR011C	chrX	458641	459426	-	786	297	523	320	160	234	125
YJR136C	chrX	677441	678706	-	1266	410	558	353	295	282	274
YJL200C	chrX	56444	58813	-	2370	653	1008	693	472	430	519
YJL188C	chrX	76202	76510	-	309	19	17	11	5	7	8
YJL170C	chrX	101150	101779	-	630	31	38	70	22	27	10
YJL129C	chrX	173599	177306	-	3708	1537	2242	2027	1199	1217	1173
YJR112W	chrX	637030	637635	+	606	214	320	257	112	195	162
YJR103W	chrX	620754	622490	+	1737	3703	4275	5719	1915	3434	2252
YJL044C	chrX	358300	359676	-	1377	1018	1459	890	687	734	832
YJL157C	chrX	123836	126328	-	2493	162	352	404	188	234	182
YJR142W	chrX	697141	698169	+	1029	645	772	591	445	396	512
YJL034W	chrX	381327	383375	+	2049	4171	4906	5399	2633	3527	3213
YJL183W	chrX	84068	85336	+	1269	360	559	355	221	247	220
YJR031C	chrX	486586	490812	-	4227	465	627	439	300	321	335
YJL066C	chrX	314114	314872	-	759	1994	2500	1817	1386	1417	1576
YJR077C	chrX	577255	578190	-	936	1468	1648	1126	898	882	1062
YJL064W	chrX	315175	315570	+	396	5	8	5	4	6	1
YJL136W-A	chrX	156169	156252	+	84	8	19	10	8	12	7
YJR010C-A	chrX	458077	458361	-	285	164	194	133	90	112	82
YJR033C	chrX	492378	496451	-	4074	2420	2850	2024	1316	1467	1766
YJL068C	chrX	313016	313915	-	900	1878	2398	1904	1204	1339	1418
YJL112W	chrX	205305	207449	+	2145	2008	2645	1687	1249	1128	1405
YJL039C	chrX	368748	373799	-	5052	981	1321	882	676	614	756
YJL180C	chrX	87583	88560	-	978	434	575	369	339	304	291
YJL147C	chrX	141419	142567	-	1149	542	739	578	337	409	358
YJR116W	chrX	640825	641664	+	840	576	724	546	390	344	502
YJL025W	chrX	393967	395511	+	1545	277	480	250	254	234	183
YJR062C	chrX	553476	554849	-	1374	2261	2395	2516	1233	1472	1409
YJR090C	chrX	590872	594327	-	3456	1556	2079	1325	1136	1014	1313
YJR035W	chrX	497355	500612	+	3258	2020	2564	2145	1362	1334	1527
YJL174W	chrX	95092	95922	+	831	2772	3229	2388	1705	1784	2026
YJL203W	chrX	53341	54183	+	843	302	420	269	224	196	202
YJL014W	chrX	407558	409162	+	1605	2060	2899	2219	1382	1499	1509
YJL027C	chrX	391833	392249	-	417	3	5	1	0	2	3
YJR157W	chrX	730515	730877	+	363	9	40	15	16	6	14
YJR149W	chrX	707160	708374	+	1215	1676	1998	1182	915	1038	1063
YJR154W	chrX	725784	726824	+	1041	2505	4262	2346	1743	2136	1713
YJR075W	chrX	573981	575171	+	1191	1096	1444	1090	786	890	823
YJR052W	chrX	532062	533759	+	1698	1135	1446	1146	813	948	834
IRT1	chrX	605936	607424	-	1489	626	809	771	434	547	358
YJL026C-A	chrX	393066	393287	-	222	0	0	0	0	0	0
tE(UUC)J	chrX	115939	116010	-	72	1	5	2	3	1	1
YJR126C	chrX	656254	658689	-	2436	2940	3909	2708	1949	1945	2119
tL(UAA)J	chrX	424432	424515	-	84	1	1	0	0	0	0
tG(GCC)J1	chrX	396726	396796	-	71	0	0	1	0	0	0
YJL005W	chrX	425157	431237	+	6081	4485	5704	3275	2906	2804	3997
YJL206C	chrX	47659	49935	-	2277	598	793	550	442	482	405
YJL100W	chrX	237263	239086	+	1824	2712	2985	1892	1463	1399	2076
tT(AGU)J	chrX	59100	59172	-	73	0	0	0	0	0	0
YJL047C-A	chrX	349044	349178	-	135	7	12	11	2	2	7
tD(GUC)J2	chrX	355456	355527	+	72	0	0	0	0	0	0
YJL222W-B	chrX	9346	9483	+	138	0	0	0	0	0	0
YJR076C	chrX	575354	576601	-	1248	1387	1623	1401	870	1062	917
YJL217W	chrX	23133	23729	+	597	52	104	67	48	64	70
YJR059W	chrX	545787	548243	+	2457	14838	15861	10932	8576	7823	10410
YJR124C	chrX	652892	654238	-	1347	118	144	90	113	69	93
YJL143W	chrX	147101	147577	+	477	1129	1610	1113	749	833	845
YJL059W	chrX	324964	326190	+	1227	197	225	168	132	107	112
YJR078W	chrX	578860	580221	+	1362	3301	4047	2938	1868	2364	1953
tM(CAU)J2	chrX	422937	423009	+	73	0	0	0	0	0	0
YJL207C	chrX	41389	47433	-	6045	1456	1788	1120	831	887	1012
YJL144W	chrX	146359	146673	+	315	3792	4606	3373	2008	2782	2673
YJL125C	chrX	185528	186679	-	1152	894	1213	1012	678	678	680
YJL198W	chrX	60844	63489	+	2646	566	951	618	606	532	619
tD(GUC)J1	chrX	204735	204806	+	72	0	5	4	0	1	1
YJL122W	chrX	189716	190243	+	528	242	425	290	191	271	203
YJL007C	chrX	422698	423012	-	315	12	14	3	3	2	6
YJL225C	chrX;chrX	466;4970	4581;6130	-;-	5277	3	4	6	4	4	8
YJL211C	chrX	36757	37200	-	444	116	197	124	115	117	108
YJR073C	chrX	572315	572935	-	621	5560	7161	5535	2779	4167	3712
YJR143C	chrX	698326	700614	-	2289	202	354	246	243	183	220
YJL131C	chrX	164278	165348	-	1071	601	734	484	405	368	433
YJL177W	chrX;chrX	90786;91412	91094;91657	+;+	555	475	762	484	379	438	406
YJR032W	chrX	491081	492262	+	1182	349	480	377	233	292	179
YJR151C	chrX	712255	715740	-	3486	2005	2232	1327	1029	1044	1797
YJR024C	chrX	470230	470964	-	735	925	1494	987	568	784	576
YJL140W	chrX	150961	151626	+	666	2528	4381	2641	1586	1950	1440
YJR068W	chrX	567643	568704	+	1062	889	1126	893	513	656	614
YJR017C	chrX	466521	467033	-	513	395	595	650	327	442	361
YJR058C	chrX	544732	545175	-	444	1068	1396	887	580	708	520
YJR101W	chrX	618234	619034	+	801	265	309	216	122	174	136
YJL026W	chrX	392404	393603	+	1200	1510	2580	1588	931	1501	1072
YJL096W	chrX	246490	246975	+	486	523	739	448	264	299	224
tM(CAU)J1	chrX	391043	391115	-	73	0	1	0	0	0	0
tR(CCU)J	chrX	538555	538626	+	72	1	0	2	0	0	1
YJR156C	chrX	728574	729596	-	1023	182	182	134	88	88	111
YJL063C	chrX	315759	316475	-	717	550	763	574	401	429	398
YJR159W	chrX	736044	737117	+	1074	190	312	164	164	144	200
YJR094C	chrX	604569	605651	-	1083	532	801	789	435	717	375
tG(GCC)J2	chrX	531828	531898	+	71	0	0	1	0	0	2
YJL028W	chrX	391311	391646	+	336	4	31	8	8	9	4
YJL101C	chrX	234320	236356	-	2037	3895	4597	2513	2292	1931	2861
YJL056C	chrX	330431	333073	-	2643	5440	6540	4885	3537	3393	3509
tY(GUA)J1	chrX;chrX	354244;354297	354282;354332	+;+	75	0	2	0	0	0	0
YJR041C	chrX	510239	513763	-	3525	491	878	607	428	394	436
YJL080C	chrX	285558	289226	-	3669	573	890	594	554	518	554
YJR091C	chrX	595061	598336	-	3276	5120	5951	4689	3461	3462	3963
YJR013W	chrX	460382	461593	+	1212	632	800	559	356	362	418
YJL222W	chrX	11475	16124	+	4650	3	9	3	2	0	5
YJL121C	chrX	190374	191090	-	717	717	826	646	451	494	562
YJL138C	chrX	153504	154691	-	1188	5846	6222	4695	3154	3496	3851
YJR047C	chrX	524908	525381	-	474	6	3	5	2	2	2
YJL151C	chrX	136372	136773	-	402	3123	3759	2926	1963	2098	2100
YJL057C	chrX	328118	330121	-	2004	4697	5094	3897	2551	2721	3029
YJL218W	chrX	21973	22563	+	591	6	11	4	2	8	10
YJR087W	chrX	586400	586750	+	351	17	12	7	2	5	3
YJL130C	chrX	165723	172367	-	6645	4896	8527	6745	3717	4808	3844
snR190	chrX	139761	139950	-	190	19	22	20	4	12	8
YJL069C	chrX	310922	312706	-	1785	575	828	574	382	468	344
YJL045W	chrX	356024	357928	+	1905	882	1482	700	550	610	716
YJL091C	chrX	261080	262552	-	1473	290	421	279	198	167	185
YJL033W	chrX	383837	386149	+	2313	821	1535	922	776	737	701
YJR122W	chrX	649776	651269	+	1494	722	979	781	474	569	425
YJL041W	chrX	365903	368373	+	2471	1721	2305	1649	1173	1314	1492
tR(UCU)J1	chrX	355374	355445	+	72	0	0	0	0	0	0
YJL065C	chrX	315054	315557	-	504	216	251	200	139	144	154
YJR148W	chrX	705744	706874	+	1131	1633	2482	1527	1158	1262	1489
YJL123C	chrX	188004	189440	-	1437	4542	6324	4640	3070	3309	3325
YJL046W	chrX	352386	353615	+	1230	722	1186	841	519	579	559
YJR123W	chrX	651901	652578	+	678	1997	3481	1899	1751	1773	2000
YJR118C	chrX	643490	644101	-	612	189	324	153	106	139	102
YJL071W	chrX	306132	307856	+	1725	621	885	497	361	393	451
YJR015W	chrX	462721	464253	+	1533	1334	1621	1289	840	935	1012
YJR102C	chrX	619157	619765	-	609	597	734	596	284	377	384
YJL004C	chrX	431589	432200	-	612	883	1192	679	424	550	516
YJL155C	chrX	129285	130643	-	1359	3402	4425	2799	2154	2257	2264
YJL154C	chrX	131101	133935	-	2835	2425	2910	1996	1635	1574	1693
YJR107W	chrX	627340	628326	+	987	779	941	503	473	467	508
YJL035C	chrX	380249	381001	-	753	102	166	109	95	99	106
YJR089W	chrX	587718	590582	+	2865	1673	2172	1783	1099	1196	1200
YJL042W	chrX	361249	365445	+	4197	5618	6915	4263	3431	3277	5034
YJL169W	chrX	102099	102467	+	369	3	7	1	2	3	1
YJL115W	chrX	196287	197126	+	840	678	1036	833	698	612	567
YJR003C	chrX	440994	442553	-	1560	692	856	594	421	537	412
YJL116C	chrX	193860	194873	-	1014	1940	2720	2457	1532	1624	1406
YJL053W	chrX	335898	337037	+	1140	1475	1789	1299	835	914	976
YJL124C	chrX	187126	187644	-	519	915	1066	741	575	583	583
YJR104C	chrX	622550	623014	-	465	10401	12786	7590	5838	5989	8144
YJL105W	chrX	225055	226737	+	1683	127	181	175	67	102	108
YJL215C	chrX	26412	26771	-	360	32	34	33	22	21	29
YJR070C	chrX	569621	570598	-	978	454	700	500	345	391	359
YJR097W	chrX	612413	612931	+	519	155	304	167	112	111	81
YJL126W	chrX	184501	185424	+	924	518	486	396	244	296	194
YJL214W	chrX	26887	28596	+	1710	156	189	139	88	90	132
YJL166W	chrX	106434	106718	+	285	3948	4130	2498	1670	1972	1992
YJL023C	chrX	397355	398398	-	1044	472	600	388	324	330	363
YJL094C	chrX	251821	254442	-	2622	5046	5377	3688	3085	2976	3123
YJR054W	chrX	536056	537549	+	1494	130	216	112	82	106	78
YJR141W	chrX	695906	696949	+	1044	67	114	58	46	58	39
YJL191W	chrX;chrX	73787;74205	73796;74611	+;+	417	265	496	304	258	244	230
YJR135C	chrX	676059	676778	-	720	223	360	314	133	230	96
YJL049W	chrX	345973	347325	+	1353	915	1168	948	538	693	458
YJR155W	chrX	727405	728271	+	867	7603	11006	6980	4230	5443	4281
YJL109C	chrX	212000	217309	-	5310	653	1144	812	658	546	593
YJL013C	chrX	409493	411040	-	1548	803	1122	838	540	676	624
YJL141C	chrX	147967	150390	-	2424	11505	11612	9695	6519	6814	8364
YJL133C-A	chrX	159623	159847	-	225	1279	2035	2169	1130	1554	1206
YJL178C	chrX	89282	90097	-	816	913	1077	882	592	635	623
YJR022W	chrX	469784	470113	+	330	0	0	0	0	0	0
YJL062W	chrX	317284	319776	+	2493	600	631	585	338	404	382
YJL197C-A	chrX	65805	66086	-	282	0	0	0	0	0	0
YJL082W	chrX	281185	283380	+	2196	1871	2619	2248	1409	1477	1492
YJL120W	chrX	191022	191345	+	324	8	9	5	8	6	8
YJL098W	chrX	242082	245258	+	3177	955	1452	1016	755	808	741
YJL152W	chrX	136174	136533	+	360	160	144	66	95	57	130
YJR162C	chrX	744911	745261	-	351	2	2	0	4	0	0
YJL196C	chrX	67850	68782	-	933	493	557	416	281	308	357
YJL003W	chrX	432644	433000	+	357	220	349	238	158	187	114
YJL015C	chrX	407142	407426	-	285	21	9	4	4	4	14
YJL075C	chrX	298460	298876	-	417	7	14	12	2	1	16
YJR020W	chrX	468001	468333	+	333	8	8	3	5	6	3
YJL205C	chrX;chrX	50139;50412	50268;50443	-;-	162	545	748	551	349	398	295
YJR113C	chrX	638232	638975	-	744	251	422	268	176	226	232
YJR111C	chrX	635855	636706	-	852	417	595	401	231	351	304
YJR055W	chrX	538772	539266	+	495	160	251	182	140	134	105
tY(GUA)J2	chrX;chrX	542956;543006	542991;543044	-;-	75	4	2	0	0	1	0
YJL148W	chrX	140437	141138	+	702	332	605	345	244	351	177
tS(AGA)J	chrX	524012	524093	-	82	2	0	0	0	0	1
YJL097W	chrX	245591	246244	+	654	262	262	183	141	122	217
YJL031C	chrX;chrX	386368;387436	387348;387438	-;-	984	644	865	605	393	510	339
YJR132W	chrX	669522	672668	+	3147	761	1093	740	598	600	673
YJL092W	chrX	257423	260947	+	3525	366	475	468	318	289	307
YJL083W	chrX	278841	280655	+	1815	3010	3141	2413	1774	1720	1838
YJL175W	chrX	94049	94561	+	513	1	1	2	0	0	0
YJL225W-A	chrX	829	1311	+	483	0	0	0	0	0	0
snR60	chrX	349130	349233	-	104	7	4	2	1	1	5
YJL102W	chrX	231301	233760	+	2460	473	612	379	382	358	349
YJL077W-A	chrX	294799	294885	+	87	0	0	0	0	0	0
YJL052C-A	chrX	337884	338003	-	120	4	7	2	4	6	4
YJR083C	chrX	582608	583537	-	930	823	905	617	431	514	550
YJL128C	chrX	178097	180103	-	2007	1674	2456	1581	1274	1267	1402
YJR005C-A	chrX	448477	448758	-	282	62	185	95	77	86	62
YJR042W	chrX	514055	516289	+	2235	1873	2434	1536	1235	1242	1216
YJL209W	chrX	38005	39969	+	1965	410	578	369	290	316	260
YJL087C	chrX	270002	272485	-	2484	438	571	398	279	285	239
YJR127C	chrX	658917	663059	-	4143	1307	1633	1199	911	856	1004
YJL210W	chrX	36919	37734	+	816	378	524	305	173	204	307
YJR134C	chrX	673729	675852	-	2124	943	1364	1092	687	784	742
YJL076W	chrX	295245	298814	+	3570	1276	1768	1205	981	995	1156
YJR027W	chrX	472760	478028	+	5269	200	319	339	120	161	184
YJL113W	chrX	198678	203325	+	4648	249	401	301	179	158	244
YJR026W	chrX	472760	474082	+	1323	0	0	0	0	0	0
YJR028W	chrX	478344	479666	+	1323	0	0	0	0	0	0
YJL114W	chrX	197915	198595	+	681	37	55	43	20	24	18
YJR029W	chrX	478344	483612	+	5269	1	1	3	0	1	0
YKL103C	chrXI	246138	247682	-	1545	2321	2642	2385	1404	1662	1571
tL(UAA)K	chrXI	84208	84291	+	84	0	0	0	0	0	0
YKL131W	chrXI	194478	194999	+	522	26	42	10	16	11	24
tV(AAC)K1	chrXI	308144	308217	-	74	3	6	0	2	0	0
tT(CGU)K	chrXI	46735	46806	-	72	0	0	0	0	0	0
snR69	chrXI	364776	364876	+	101	12	16	12	14	3	7
YKR004C	chrXI;chrXI	446799;447811	447706;448036	-;-	1134	368	487	356	177	299	225
YKR092C	chrXI	612665	613885	-	1221	1065	1412	1026	966	849	720
YKL002W	chrXI;chrXI	437778;437906	437837;438544	+;+	699	2184	2873	2416	1366	1600	1355
tA(AGC)K1	chrXI	219895	219967	+	73	7	3	4	0	2	4
YKL173W	chrXI	122517	125543	+	3027	2234	2361	1721	1338	1324	1465
YKL061W	chrXI	325771	326112	+	342	945	1368	783	545	668	451
YKL139W	chrXI	182958	184544	+	1587	1172	1448	1286	693	897	728
YKL180W	chrXI;chrXI	109269;109884	109577;110129	+;+	555	1375	2314	1307	1120	1191	1338
YKL004W	chrXI	435580	436785	+	1206	1315	1781	1125	928	1071	919
YKL143W	chrXI	176781	178172	+	1392	1318	2025	1469	1071	1121	836
YKL062W	chrXI	323228	325120	+	1893	879	1133	855	564	696	648
YKL172W	chrXI	125759	127042	+	1284	2029	3645	2766	1689	2098	1415
YKR014C	chrXI	465367	466071	-	705	4106	5592	3594	2414	2759	2390
YKL149C	chrXI	167612	168829	-	1218	1040	1217	1162	518	795	523
YKR099W	chrXI	635851	638286	+	2436	820	1558	923	654	656	883
YKL110C	chrXI	228939	229880	-	942	330	633	415	246	372	265
YKL094W	chrXI	263349	264290	+	942	6722	7722	6382	3633	4381	4046
YKR094C	chrXI;chrXI	617996;618743	618374;618750	-;-	387	449	689	330	287	325	271
YKR058W	chrXI	552770	554620	+	1851	1319	1959	1075	1049	896	1244
YKL183C-A	chrXI	98395	98607	-	213	39	64	19	30	27	39
YKR052C	chrXI	532550	533464	-	915	1772	2517	1461	1137	1220	1407
YKL157W	chrXI;chrXI	154991;155655	155271;158232	+;+	2859	5251	6195	4514	3035	3481	3863
YKL068W-A	chrXI	309206	309442	+	237	160	226	127	114	99	77
YKR062W	chrXI	559666	560652	+	987	1007	1415	1051	618	721	670
YKL091C	chrXI	269718	270650	-	933	2050	2436	1234	952	1001	1361
YKR073C	chrXI	578187	578507	-	321	135	199	258	94	124	98
YKR087C	chrXI	603195	604232	-	1038	738	994	819	504	574	581
YKL070W	chrXI	306211	306720	+	510	236	319	312	193	176	163
YKR038C	chrXI	511999	513159	-	1161	1192	1391	974	737	801	765
YKR048C	chrXI	525387	526640	-	1254	4041	5367	4353	2637	3174	3130
YKL096W-A	chrXI	259253	259531	+	279	1622	2520	2287	1253	1705	1278
YKL014C	chrXI	411619	416913	-	5295	817	1230	849	664	586	579
YKR082W	chrXI	592825	596298	+	3474	1900	2354	1585	1123	1208	1299
YKR045C	chrXI	523418	523969	-	552	275	389	369	200	255	265
YKL018C-A	chrXI	403580	403879	-	300	300	427	326	198	260	194
YKL126W	chrXI	205707	207749	+	2043	3358	4006	2923	2053	2221	2109
YKR072C	chrXI	576435	578123	-	1689	3816	5132	3925	2901	2832	3113
YKR075W-A	chrXI	580212	580481	+	270	0	0	0	0	0	0
YKL074C	chrXI	294610	296193	-	1584	1767	2089	1612	1003	1245	1001
YKL087C	chrXI	277189	277863	-	675	881	1126	752	552	489	478
YKL018W	chrXI	404102	405091	+	990	574	693	457	330	349	427
YKL135C	chrXI	186460	188640	-	2181	1899	2396	1741	1075	1199	1312
YKL112W	chrXI	226570	228765	+	2196	2027	3270	1845	1672	1623	1751
YKR085C	chrXI	599094	599681	-	588	430	643	367	258	284	244
YKR102W	chrXI	646356	649865	+	3510	925	1030	530	504	440	610
YKL217W	chrXI	22234	24084	+	1851	4001	7860	2613	4276	2875	3593
YKR044W	chrXI	522015	523346	+	1332	645	809	725	395	495	457
YKR080W	chrXI	590395	591357	+	963	399	644	500	200	351	329
YKL065W-A	chrXI	315954	316175	+	222	228	476	185	108	193	120
YKL156C-A	chrXI	158975	159091	-	117	0	0	0	0	0	0
YKR068C	chrXI	570328	570909	-	582	1891	2347	1306	931	1108	940
YKR027W	chrXI	491364	493661	+	2298	395	503	376	237	255	278
YKL081W	chrXI;chrXI	282891;283422	283095;284455	+;+	1239	750	1141	806	555	649	696
YKR022C	chrXI	482171	483139	-	969	857	1097	814	464	549	500
YKL083W	chrXI	280921	281535	+	615	6	5	3	1	0	4
YKL198C	chrXI	68232	70220	-	1989	2951	4280	3224	2013	2363	2748
YKR007W	chrXI	451434	451988	+	555	997	1480	1244	622	922	594
YKR078W	chrXI	584952	586709	+	1758	841	1235	868	588	568	762
YKR001C	chrXI	440608	442722	-	2115	2156	2910	2204	1528	1674	1728
YKR025W	chrXI	487770	488618	+	849	542	751	635	344	432	351
YKL124W	chrXI	210593	212332	+	1740	1947	2309	1651	1141	1136	1246
YKR095W	chrXI	619805	625432	+	5628	3501	5104	3513	2697	2625	2816
YKL129C	chrXI	196349	200167	-	3819	6109	6183	4243	3234	3080	3847
YKL100C	chrXI	253697	255460	-	1764	4036	4681	2910	2374	2256	3023
YKL041W	chrXI	360143	360817	+	675	1564	2159	2153	961	1353	880
YKL221W	chrXI	6107	7528	+	1422	595	829	547	375	443	325
YKL031W	chrXI	382072	382485	+	414	46	43	39	23	31	20
YKR074W	chrXI	579209	579676	+	468	1727	2748	1777	933	1292	996
YKL138C	chrXI	185286	185681	-	396	670	822	794	386	473	343
YKL063C	chrXI	321015	321518	-	504	633	941	664	354	474	380
tK(UUU)K	chrXI;chrXI	578965;579025	579001;579060	+;+	73	5	3	0	2	2	0
YKL024C	chrXI	392526	393140	-	615	361	497	431	198	297	273
YKL086W	chrXI	278281	278664	+	384	808	708	861	469	519	523
YKL073W	chrXI	296430	299075	+	2646	1251	1583	1231	704	881	741
YKR006C	chrXI	450423	451217	-	795	696	975	727	478	492	440
YKL034W	chrXI	371829	374105	+	2277	2235	2586	1960	1485	1195	1795
YKL118W	chrXI	219126	219437	+	312	14	10	5	8	5	5
YKL104C	chrXI	243220	245373	-	2154	2859	4891	2899	2804	2793	2835
YKL191W	chrXI	81035	82639	+	1605	1222	1552	1022	733	909	881
YKR042W	chrXI	519527	520624	+	1098	7556	8845	7716	5634	5776	6725
YKR013W	chrXI	463959	464948	+	990	330	466	368	276	259	212
YKR101W	chrXI	640540	642504	+	1965	798	1126	758	548	607	521
YKL039W	chrXI	362622	364193	+	1572	4025	4511	3161	2461	2364	2869
YKL214C	chrXI	31082	31693	-	612	280	500	356	260	262	247
YKL155C	chrXI	159456	161342	-	1887	821	1122	800	538	626	551
YKL116C	chrXI	221344	222900	-	1557	499	569	619	338	421	288
YKR089C	chrXI	605633	608365	-	2733	3079	3448	2465	1891	1674	2048
YKR018C	chrXI	473723	475900	-	2178	5560	6679	5484	3297	3705	4541
YKR079C	chrXI	586789	589305	-	2517	1052	1654	846	775	589	646
YKL153W	chrXI	163600	164109	+	510	20	14	17	7	7	15
YKL027W	chrXI	387562	388905	+	1344	866	1190	1101	555	741	602
YKL100W-A	chrXI	254159	254248	+	90	0	0	0	0	0	0
YKL035W	chrXI	369891	371390	+	1500	14485	11718	10681	6902	7098	9684
YKL084W	chrXI	280509	280859	+	351	321	362	313	163	257	225
YKL207W	chrXI	48194	48955	+	762	1274	1561	1654	742	1101	829
YKR066C	chrXI	566113	567198	-	1086	8255	9808	6864	3865	5003	4684
YKL117W	chrXI	220324	220974	+	651	4501	5973	4583	2599	3447	3114
YKL140W	chrXI	180779	182425	+	1647	1394	1460	1188	753	818	966
YKL007W	chrXI	429302	430108	+	807	2499	3052	2412	1425	1583	1712
YKL051W	chrXI	341312	342373	+	1062	1910	2096	2084	1073	1190	1364
YKL022C	chrXI	394726	397248	-	2523	1204	1477	1020	762	811	840
YKL021C	chrXI	397344	398750	-	1407	1478	2000	1515	971	1145	939
YKL148C	chrXI	169207	171129	-	1923	3611	4263	2570	2035	2178	2554
YKL038W	chrXI	365605	369117	+	3513	2460	3148	2604	1692	1737	1921
YKL125W	chrXI	208247	210130	+	1884	1987	2762	1622	1425	1322	1237
YKL048C	chrXI	347214	349136	-	1923	444	509	693	262	351	250
YKL053W	chrXI	339572	339946	+	375	9	14	7	5	11	11
YKR093W	chrXI	615730	617535	+	1806	1821	2456	2047	1836	1425	1627
